SubstationID,LoadRelayCount,OvercurrentCount,FromDistanceRelayCount,ToDistanceRelayCount,TotalRelayCount,CountLoad,CountLine,CountBus,Longitude,Latitude,Name,ZoneName,AreaName,NomkVMax,GenMWMax,GenMW,GenMvar,LoadMW,LoadMvar,ShuntMW,ShuntMvar
228,0,2,2,2,6,0,4,1,-100.37,32.35,SWEETWATER 3,Abilene,West,115,91.5,68.62,-13.18,,,,
229,2,1,1,2,6,2,3,1,-100.15,31.29,GOODFELLOW AFB,Abilene,West,115,0,,,7.07,2,0,31.63
230,1,1,1,1,4,1,2,1,-99.38,31.52,SANTA ANNA,Hill Country,West,115,0,,,5.75,1.63,0,17.21
231,3,1,1,1,6,3,2,1,-99.68,31.41,ROWENA,Hill Country,West,115,0,,,5.56,1.57,,
232,2,1,1,2,6,2,3,1,-100.21,32.66,TRENT 2,Abilene,West,115,0,,,2.94,0.83,,
233,2,1,1,1,5,2,2,1,-100.07,30.46,JUNCTION,Hill Country,West,115,0,,,12.04,3.41,0,15.8
234,1,1,1,1,4,1,2,1,-98.26,31.1,LAMPASAS,Hill Country,West,115,0,,,34.76,9.85,0,35.92
235,1,1,1,1,4,1,2,1,-100.78,29.36,LAUGHLIN A F B,Laredo,South,115,0,,,1.01,0.29,,
236,1,1,1,3,6,1,4,1,-98.28,26.45,EDINBURG 3,McAllen,South,115,0,,,127.29,36.07,,
237,1,1,1,5,8,1,4,2,-99.69,27.83,LAREDO 7,Laredo,South,230,0,,,164.14,46.51,0,73.14
238,2,2,2,0,6,2,2,1,-99,27.37,BRUNI 2,Laredo,South,115,0,,,2.75,0.78,,
239,1,3,3,0,7,1,3,1,-98.24,26.22,MCALLEN 2,McAllen,South,115,0,,,183.66,52.04,,
240,1,2,2,0,5,1,3,1,-98.64,29.08,POTEET,Laredo,South,115,0,,,32.49,9.21,,
241,0,2,2,6,10,0,4,2,-97.51,27.07,SARITA 3,Corpus Christi,South,115,201.6,151.2,11.42,,,,
242,1,1,1,1,4,1,2,1,-98.79,27.1,HEBBRONVILLE,McAllen,South,115,0,,,16.05,4.55,,
243,1,3,3,1,8,1,4,1,-97.96,26.08,PROGRESO,McAllen,South,115,0,,,13.74,3.89,0,52.15
244,1,2,2,1,6,1,3,1,-98.18,26.28,EDINBURG 2,McAllen,South,115,0,,,92.35,26.17,,
245,1,5,5,3,14,1,4,2,-100.28,28.48,EAGLE PASS,Laredo,South,230,0,,,159.81,45.28,0,72.02
246,1,1,1,1,4,1,2,1,-98.72,28.79,CHARLOTTE,Laredo,South,115,0,,,6.25,1.77,,
247,1,2,2,2,7,1,4,1,-97.27,27.63,CORPUS CHRISTI 4,Corpus Christi,South,115,0,,,89.56,25.38,,
248,1,1,1,1,4,1,2,1,-97.38,28.19,WOODSBORO,Corpus Christi,South,115,0,,,7.14,2.02,,
249,2,3,3,0,8,2,3,1,-97.83,26.15,MERCEDES,McAllen,South,115,0,,,135.83,38.48,,
250,1,1,1,4,7,1,5,1,-97.48,27.66,CORPUS CHRISTI 16,Corpus Christi,South,115,0,,,117.81,33.38,,
251,1,1,1,1,4,1,2,1,-97.98,26.37,EDCOUCH,McAllen,South,115,0,,,31.97,9.06,,
252,1,1,1,1,4,1,2,1,-99.4,28.04,ENCINAL,Laredo,South,115,0,,,5.56,1.58,,
253,1,0,0,1,2,1,2,1,-98.85,28.94,MOORE,Laredo,South,115,0,,,5.06,1.43,,
254,0,4,4,4,12,0,3,3,-98.48,28.7,CHRISTINE,Laredo,South,230,410,408.86,44.49,,,,
255,1,2,2,1,6,1,3,1,-98.25,26.16,MCALLEN 3,McAllen,South,115,0,,,65.12,18.45,,
256,0,9,9,5,23,0,5,3,-97.21,28.71,FANNIN,Corpus Christi,South,230,622.4,460.57,-34.65,,,,
257,1,1,1,1,4,1,2,1,-99.33,27.13,SAN YGNACIO,Laredo,South,115,0,,,2.75,0.78,,
258,1,0,0,2,3,1,2,1,-97.87,27.44,KINGSVILLE,Corpus Christi,South,115,0,,,91.39,25.89,,
259,1,4,4,0,9,1,4,1,-99.5,27.51,LAREDO 6,Laredo,South,115,0,,,126.25,35.77,,
260,1,2,2,1,6,1,3,1,-98.24,26.11,HIDALGO,McAllen,South,115,0,,,37.64,10.66,,
261,1,1,1,1,4,1,2,1,-97.6,27.84,CORPUS CHRISTI 18,Corpus Christi,South,115,0,,,79.16,22.43,,
262,2,1,1,1,5,2,2,1,-99.56,28.89,CRYSTAL CITY,Laredo,South,115,0,,,35.07,9.94,,
263,1,1,1,2,5,1,3,1,-97.55,28.12,SINTON,Corpus Christi,South,115,0,,,28.72,8.14,0,66.48
264,2,2,2,1,7,2,3,1,-97.71,28.41,BEEVILLE,Corpus Christi,South,115,0,,,83.3,23.6,,
265,1,5,5,11,22,1,12,2,-98.38,26.23,MISSION 4,McAllen,South,230,0,,,225.66,63.94,0,402.8
266,2,3,3,9,17,2,6,2,-98.12,26.14,SAN JUAN,McAllen,South,230,0,,,215.18,60.97,,
267,1,1,1,1,4,1,2,1,-99.1,26.68,FALCON HEIGHTS 2,McAllen,South,115,0,,,2.47,0.7,,
268,0,4,4,4,12,0,2,4,-99.16,26.56,FALCON HEIGHTS 1,McAllen,South,115,317.6,149.38,12.84,,,,
269,1,3,3,0,7,1,3,1,-98.49,26.24,LA JOYA,McAllen,South,115,0,,,13.1,3.71,,
270,0,4,4,3,11,0,3,2,-97.59,26.33,SEBASTIAN 2,McAllen,South,115,200,150,-21.93,,,,
271,2,4,4,2,12,2,4,2,-97.82,27.57,BISHOP,Corpus Christi,South,115,44.2,44.08,22.5,89.39,25.33,,
272,1,4,4,0,9,1,4,1,-97.77,26.91,ARMSTRONG 2,McAllen,South,115,0,,,0.11,0.03,,
273,1,1,1,1,4,1,2,1,-97.65,28.25,SKIDMORE,Corpus Christi,South,115,0,,,5.6,1.59,,
274,2,5,5,0,12,2,5,1,-97.39,27.82,CORPUS CHRISTI 9,Corpus Christi,South,115,0,,,17.78,5.04,,
275,0,11,11,9,31,0,6,8,-97.26,27.89,GREGORY,Corpus Christi,South,230,948.99,753.57,106.92,,,,
276,1,6,6,2,15,1,6,2,-97.53,27.83,CORPUS CHRISTI 2,Corpus Christi,South,115,47,46.87,13.41,8.82,2.5,,
277,1,3,3,0,7,1,3,1,-97.99,26.16,WESLACO,McAllen,South,115,0,,,191.53,54.27,0,151.38
278,1,0,0,6,7,1,6,1,-97.67,26.26,HARLINGEN 1,McAllen,South,115,0,,,159.46,45.18,,
279,2,2,2,1,7,2,3,1,-98.04,26.31,ELSA,McAllen,South,115,0,,,27.99,7.93,,
280,1,2,2,0,5,1,2,1,-97.52,27.77,CORPUS CHRISTI 17,Corpus Christi,South,115,0,,,4.24,1.2,,
281,1,5,5,3,14,1,4,2,-97.32,25.94,BROWNSVILLE 2,McAllen,South,230,0,,,281.45,79.75,,
282,1,3,3,1,8,1,4,1,-97.4,27.77,CORPUS CHRISTI 10,Corpus Christi,South,115,0,,,51.71,14.65,,
283,0,13,13,8,34,0,11,5,-98.4,26.21,MISSION 1,McAllen,South,230,528.99,272.91,41.53,,,,
284,1,1,1,3,6,1,4,1,-97.39,27.73,CORPUS CHRISTI 8,Corpus Christi,South,115,0,,,84.07,23.82,,
285,1,5,5,0,11,1,5,1,-98.37,26.32,MISSION 3,McAllen,South,115,0,,,171.21,48.51,,
286,0,10,10,8,28,0,6,6,-97.31,27.61,CORPUS CHRISTI 3,Corpus Christi,South,230,1082.2,896.23,155.08,,,,
287,1,2,2,1,6,1,3,1,-97.49,26.26,RIO HONDO,McAllen,South,115,0,,,19.87,5.63,0,108.16
288,1,0,0,2,3,1,2,1,-97.27,27.7,CORPUS CHRISTI 5,Corpus Christi,South,115,0,,,2.08,0.59,0,123.98
289,1,2,2,2,7,1,4,1,-98.19,26.15,PHARR,McAllen,South,115,0,,,212.52,60.21,0,299.98
290,1,11,11,10,33,1,3,10,-97.87,26.27,SANTA ROSA 1,McAllen,South,115,200.5,135.12,12.62,8.6,2.44,,
291,1,1,1,4,7,1,5,1,-97.68,27.96,ODEM,Corpus Christi,South,115,0,,,15.17,4.3,,
292,1,1,1,5,8,1,6,1,-97.44,27.77,CORPUS CHRISTI 13,Corpus Christi,South,115,0,,,50.6,14.34,,
293,1,0,0,3,4,1,3,1,-99.27,27.56,LAREDO 3,Laredo,South,115,0,,,128.14,36.31,,
294,1,2,2,2,7,1,4,1,-97.53,26.02,OLMITO,McAllen,South,115,0,,,24.17,6.85,,
295,1,2,2,2,7,1,4,1,-98.09,26.45,EDINBURG 1,McAllen,South,115,0,,,189.88,53.8,0,123.54
296,0,2,2,5,9,0,3,2,-97.46,27.94,TAFT 2,Corpus Christi,South,115,180,135,23.76,,,,
297,1,1,1,1,4,1,2,1,-97.31,26.05,PORT ISABEL,McAllen,South,115,0,,,37.55,10.64,,
298,1,3,3,2,9,1,5,1,-98.06,26.16,DONNA,McAllen,South,115,0,,,118.36,33.54,,
299,1,2,2,1,6,1,3,1,-97.2,27.87,INGLESIDE,Corpus Christi,South,115,0,,,28.34,8.03,,
300,1,1,1,1,4,1,2,1,-97.41,27.68,CORPUS CHRISTI 11,Corpus Christi,South,115,0,,,110.86,31.41,,
301,1,2,2,0,5,1,2,1,-97.27,26.24,LOS FRESNOS,McAllen,South,115,0,,,57.35,16.25,,
302,2,1,1,1,5,2,2,1,-97.74,26.25,HARLINGEN 2,McAllen,South,115,0,,,104.08,29.49,,
303,1,2,2,2,7,1,4,1,-97.9,27.14,RIVIERA,Corpus Christi,South,115,0,,,5.59,1.58,,
304,0,5,5,6,16,0,5,4,-99.51,27.57,LAREDO 1,Laredo,South,230,263.6,255.2,54.11,,,,
305,1,2,2,1,6,1,3,1,-98.49,28.76,JOURDANTON,Laredo,South,115,0,,,18.89,5.35,,
306,1,0,0,2,3,1,2,1,-98.14,28.26,GEORGE WEST,Corpus Christi,South,115,0,,,13.88,3.93,,
307,2,0,0,3,5,2,3,1,-99.11,26.53,ROMA,McAllen,South,115,0,,,55.57,15.75,,
308,1,1,1,1,4,1,2,1,-97.44,27.75,CORPUS CHRISTI 12,Corpus Christi,South,115,0,,,46.52,13.18,,
309,1,0,0,2,3,1,2,1,-97.74,26.05,SANTA MARIA,McAllen,South,115,0,,,4.11,1.16,0,51.61
310,1,2,2,2,7,1,4,1,-98.24,26.27,MCALLEN 1,McAllen,South,115,0,,,146.11,41.4,0,154.96
311,1,1,1,2,5,1,3,1,-97.37,27.66,CORPUS CHRISTI 7,Corpus Christi,South,115,0,,,90.5,25.64,,
312,2,2,2,2,8,2,4,1,-98.22,26.88,FALFURRIAS,McAllen,South,115,0,,,24.38,6.91,,
313,1,0,0,1,2,1,2,1,-97.96,28.54,PETTUS,Corpus Christi,South,115,0,,,4.5,1.28,,
314,1,2,2,3,8,1,5,1,-97.44,25.99,BROWNSVILLE 3,McAllen,South,115,0,,,127.38,36.09,,
315,1,1,1,1,4,1,2,1,-98.08,27.66,ALICE,Corpus Christi,South,115,0,,,87.29,24.73,0,70.49
316,2,3,3,0,8,2,3,1,-98.52,26.58,RIO GRANDE CITY,McAllen,South,115,0,,,123.51,35,0,71.01
317,4,2,2,0,8,4,2,1,-98.5,27.63,PREMONT,Laredo,South,115,0,,,18.51,5.25,,
318,1,1,1,1,4,1,2,1,-98.63,27.84,FREER,Laredo,South,115,0,,,9.48,2.69,0,25.45
319,1,12,12,9,34,1,6,8,-99.09,28.93,PEARSALL,Laredo,South,230,267.6,30.63,-11.19,33.09,9.38,0,75.8
320,1,3,3,0,7,1,3,1,-97.96,28.09,SANDIA,Corpus Christi,South,115,0,,,10.62,3.01,,
321,0,7,7,4,18,0,7,3,-97.79,27.22,SARITA 1,Corpus Christi,South,230,188,141,27.34,,,0,91.5
322,1,0,0,2,3,1,2,1,-99.19,28.7,DILLEY,Laredo,South,115,0,,,14.36,4.07,,
323,1,1,1,1,4,1,2,1,-98.06,27.99,ORANGE GROVE,Corpus Christi,South,115,0,,,16.36,4.63,,
324,1,1,1,4,7,1,5,1,-97.38,27.89,PORTLAND,Corpus Christi,South,115,0,,,49.86,14.13,,
325,1,6,6,3,16,1,7,2,-99.35,27.37,LAREDO 4,Laredo,South,230,0,,,193.64,54.87,0,105.43
326,3,2,2,0,7,3,2,1,-98.57,28.31,THREE RIVERS,Laredo,South,115,0,,,14.64,4.15,,
327,2,2,2,1,7,2,3,1,-97.2,28.12,ROCKPORT,Corpus Christi,South,115,0,,,61.36,17.38,,
328,1,4,4,1,10,1,5,1,-97.47,27.74,CORPUS CHRISTI 15,Corpus Christi,South,115,0,,,12.53,3.55,,
329,0,6,6,10,22,0,10,3,-97.6,27,ARMSTRONG 1,Corpus Christi,South,230,283.2,212.4,60.32,,,,
330,1,0,0,2,3,1,2,1,-98.48,26.32,PENITAS,McAllen,South,115,0,,,26.32,7.46,,
331,2,1,1,3,7,2,4,1,-98.57,26.25,SULLIVAN CITY,McAllen,South,115,0,,,19.45,5.51,,
332,1,1,1,2,5,1,3,1,-97.35,27.7,CORPUS CHRISTI 6,Corpus Christi,South,115,0,,,108.01,30.6,,
333,1,0,0,4,5,1,4,1,-98.3,26.3,MISSION 2,McAllen,South,115,0,,,104.67,29.66,,
334,1,10,10,8,29,1,6,6,-97.43,27.81,CORPUS CHRISTI 1,Corpus Christi,South,230,602.31,397.48,118.18,36.18,10.25,,
335,1,2,2,0,5,1,2,1,-98.65,26.27,GRULLA,McAllen,South,115,0,,,2.03,0.57,,
336,0,4,4,3,11,0,3,2,-97.55,27.12,SARITA 2,Corpus Christi,South,115,201,150.75,-28.94,,,,
337,2,0,0,2,4,2,2,1,-97.92,26.48,HARGILL,McAllen,South,115,0,,,5.31,1.5,,
338,1,3,3,6,13,1,9,1,-97.44,27.81,CORPUS CHRISTI 14,Corpus Christi,South,115,0,,,8.87,2.51,,
339,1,2,2,1,6,1,3,1,-97.81,28.1,MATHIS,Corpus Christi,South,115,0,,,27.68,7.84,,
340,1,1,1,1,4,1,2,1,-97.09,27.87,ARANSAS PASS,Corpus Christi,South,115,0,,,35.86,10.16,,
341,1,0,0,4,5,1,4,1,-97.63,26.11,SAN BENITO,McAllen,South,115,0,,,167.63,47.5,0,102.45
342,1,1,1,1,4,1,3,1,-98.43,28.94,PLEASANTON,Laredo,South,115,0,,,42.31,11.99,,
343,2,1,1,0,4,2,2,1,-96.9,28.29,REFUGIO,Corpus Christi,South,115,0,,,12.05,3.42,,
344,1,0,0,0,1,1,2,1,-98.78,29.2,LYTLE,Laredo,South,115,0,,,19.16,5.43,0,88.52
345,2,1,1,1,5,2,2,1,-99.13,27.75,LAREDO 2,Laredo,South,115,0,,,3.16,0.89,0,23.1
346,0,3,3,3,9,0,2,2,-98.91,27.58,BRUNI 1,Laredo,South,115,150,112.5,-0.14,,,,
347,2,1,1,1,5,2,2,1,-97.58,28.57,GOLIAD,Corpus Christi,South,115,0,,,17.46,4.95,0,47.02
348,1,0,0,2,3,1,2,1,-98.39,27.85,SAN DIEGO,Laredo,South,115,0,,,19.92,5.64,,
349,1,1,1,2,5,1,3,1,-97.11,27.78,PORT ARANSAS,Corpus Christi,South,115,0,,,10.76,3.05,,
350,1,1,1,4,7,1,4,2,-97.3,28,TAFT 1,Corpus Christi,South,230,200.1,150.07,42.62,22.68,6.43,,
351,0,4,4,5,13,0,7,2,-97.69,26.48,SAN PERLITA,McAllen,South,230,203,152.25,43.24,,,,
352,1,1,1,1,4,1,2,1,-99.16,26.93,ZAPATA,McAllen,South,115,0,,,37.84,10.72,0,21.49
353,2,2,2,1,7,2,3,1,-97.79,26.35,SANTA ROSA 2,McAllen,South,115,0,,,37.06,10.5,0,54.12
354,1,2,2,0,5,1,2,1,-99.21,28.29,COTULLA,Laredo,South,115,0,,,15.06,4.27,,
355,1,2,2,0,5,1,2,1,-100.59,28.95,QUEMADO,Laredo,South,115,0,,,2.97,0.84,0,0
356,3,1,1,2,7,3,3,1,-99.51,28.52,CARRIZO SPRINGS,Laredo,South,115,0,,,29.89,8.47,,
357,1,2,2,1,6,1,3,1,-99.46,27.55,LAREDO 5,Laredo,South,115,0,,,132.46,37.53,,
358,2,2,2,2,8,2,4,1,-97.44,26.57,RAYMONDVILLE,McAllen,South,115,0,,,46.43,13.16,,
359,1,7,7,5,20,1,6,2,-97.52,25.91,BROWNSVILLE 1,McAllen,South,230,1522.71,1144.06,148.55,178.22,50.5,,
360,1,0,0,2,3,1,2,1,-98.48,29.07,LEMING,San Antonio,South Central,115,0,,,2.3,0.65,,
361,0,3,3,5,11,0,8,1,-97.67,26.35,SEBASTIAN 1,McAllen,South,115,201.6,151.2,42.94,,,,
362,1,2,2,1,6,1,3,1,-96.67,32.91,GARLAND 5,Dallas,North Central,161,0,,,113.64,32.2,,
363,2,1,1,0,4,2,2,1,-96.33,32.16,KERENS,Corsicana,North Central,161,0,,,11.69,3.31,,
364,1,1,1,1,4,1,2,1,-98.01,32.53,LIPAN,Glen Rose,North Central,161,0,,,8.95,2.53,,
365,1,4,4,0,9,1,6,1,-96.8,32.97,DALLAS 24,Dallas,North Central,161,0,,,100.19,28.39,,
366,1,1,1,1,4,1,2,1,-97.11,33.23,DENTON 4,Fort Worth,North Central,161,0,,,72.05,20.42,,
367,1,0,0,1,2,1,3,1,-99.24,32.79,ALBANY 2,Central Texas,North Central,161,0,,,7.6,2.15,,
368,1,0,0,0,1,1,3,1,-96.79,32.86,DALLAS 21,Dallas,North Central,161,0,,,62.68,17.76,,
369,1,2,2,0,5,1,4,1,-96.67,33.03,PLANO 2,Dallas,North Central,161,0,,,133.87,37.93,,
370,1,1,1,0,3,1,2,1,-96.61,31.3,THORNTON,Waco,North Central,161,0,,,7.64,2.17,,
371,1,1,1,1,4,1,2,1,-97.15,33.22,DENTON 5,Fort Worth,North Central,161,0,,,81.32,23.04,,
372,1,2,2,1,6,1,3,1,-98.81,31.84,EARLY,Central Texas,North Central,161,0,,,19.34,5.48,0,47.62
373,1,2,2,0,5,1,2,1,-97.51,33.28,DECATUR,Fort Worth,North Central,161,0,,,46.76,13.25,,
374,1,4,4,6,15,1,9,2,-97.28,32.93,KELLER 2,Fort Worth,North Central,500,0,,,181.16,51.33,,
375,1,1,1,2,5,1,3,1,-97.31,33.2,PONDER,Fort Worth,North Central,161,0,,,13.85,3.93,,
376,0,6,6,3,15,0,5,3,-98.34,33.07,JACKSBORO 1,Jacksboro,North Central,500,120,90,-16.77,,,,
377,1,7,7,5,20,1,9,3,-97.51,32.72,ALEDO 1,Fort Worth,North Central,500,4.8,0,0,140.24,39.73,,
378,1,1,1,1,4,1,3,1,-97.76,31.42,GATESVILLE 4,Waco,North Central,161,0,,,50.92,14.43,,
379,1,2,2,0,5,1,4,1,-97.51,32.28,CLEBURNE 2,Glen Rose,North Central,161,0,,,74.46,21.1,,
380,1,3,3,0,7,1,3,1,-97.34,32.64,FORT WORTH 14,Fort Worth,North Central,161,0,,,71.11,20.15,,
381,1,4,4,0,9,1,4,1,-97.42,32.67,FORT WORTH 23,Fort Worth,North Central,161,0,,,74.13,21,,
382,1,2,2,2,7,1,4,1,-97.05,32.82,FORT WORTH 1,Fort Worth,North Central,161,0,,,9.35,2.65,,
383,1,1,1,0,3,1,2,1,-97.27,31.2,TROY,Waco,North Central,161,0,,,12.77,3.62,,
384,1,1,1,0,3,1,2,1,-97.7,32.85,SPRINGTOWN,Jacksboro,North Central,161,0,,,79.61,22.55,,
385,1,1,1,0,3,1,2,1,-96.48,33.15,PRINCETON,Dallas,North Central,161,0,,,42.36,12,,
386,1,3,3,1,8,1,5,1,-96.8,32.75,DALLAS 27,Dallas,North Central,161,0,,,47.16,13.36,,
387,1,15,15,9,40,1,7,10,-96.64,32.65,DALLAS 1,Dallas,North Central,500,1861.42,562.46,463.41,55.35,15.68,,
388,1,2,2,0,5,1,2,1,-96.38,32.95,ROYSE CITY,Dallas,North Central,161,0,,,68.1,19.29,,
389,1,2,2,2,7,1,4,1,-97.6,33.04,BOYD,Fort Worth,North Central,161,0,,,17.5,4.96,,
390,1,2,2,4,9,1,6,2,-98.2,32.28,STEPHENVILLE,Glen Rose,North Central,500,0,,,77.11,21.85,,
391,2,4,4,2,12,2,8,2,-97.19,32.5,MANSFIELD,Fort Worth,North Central,500,0,,,184.54,52.29,,
392,1,9,9,3,22,1,9,4,-96.13,33.17,GREENVILLE 1,Dallas,North Central,500,84.7,84.47,43.11,64.6,18.3,,
393,1,2,2,2,7,1,4,1,-96.74,33.09,PLANO 4,Dallas,North Central,161,0,,,152.78,43.29,,
394,1,1,1,1,4,1,2,1,-96.52,31.5,GROESBECK,Corsicana,North Central,161,0,,,21.17,6,,
395,1,5,5,5,16,1,4,4,-98.61,33.13,GRAHAM,Jacksboro,North Central,500,634.7,251.17,-19.5,40.4,11.45,,
396,1,5,5,3,14,1,3,4,-96.11,32.28,MABANK 2,Corsicana,North Central,161,0,,,43.74,12.39,0,37.58
397,1,14,14,10,39,1,11,7,-97.14,32.78,ARLINGTON 1,Fort Worth,North Central,500,1327.21,1321.74,522.71,77.07,21.84,,
398,1,1,1,0,3,1,2,1,-96.88,32.78,DALLAS 41,Fort Worth,North Central,161,0,,,74.65,21.15,,
399,2,1,1,1,5,2,2,1,-97.13,31.58,WACO 3,Waco,North Central,161,0,,,74.11,21,,
400,1,0,0,10,11,1,10,1,-96.79,33,DALLAS 19,Dallas,North Central,161,0,,,72.34,20.5,,
401,1,0,0,1,2,1,2,1,-99.15,31.71,BANGS,Central Texas,North Central,161,0,,,8.83,2.5,,
402,1,2,2,1,6,1,3,1,-96.81,33.24,PROSPER,Dallas,North Central,161,0,,,31.78,9,,
403,2,2,2,0,6,2,2,1,-98.05,31.55,EVANT,Glen Rose,North Central,161,0,,,3.96,1.12,,
404,1,1,1,2,5,1,2,2,-96.17,32.74,TERRELL 1,Dallas,North Central,161,0,,,18.49,5.24,0,86.76
405,1,0,0,2,3,1,2,1,-96.99,33.27,AUBREY,Fort Worth,North Central,161,0,,,66.42,18.82,,
406,1,2,2,0,5,1,3,1,-97.15,31.51,WACO 4,Waco,North Central,161,0,,,38.19,10.82,,
407,3,1,1,1,6,3,2,1,-97.2,31.27,LORENA,Waco,North Central,161,0,,,37.61,10.66,,
408,1,2,2,1,6,1,3,1,-97.76,31.14,FORT HOOD,Waco,North Central,161,0,,,89.83,25.45,,
409,1,3,3,0,7,1,3,1,-97.09,32.69,ARLINGTON 5,Fort Worth,North Central,161,0,,,102.22,28.96,,
410,1,4,4,2,11,1,7,2,-96.7,33.17,MCKINNEY 3,Dallas,North Central,500,0,,,224.2,63.52,,
411,1,1,1,1,4,1,2,1,-96.87,32.67,DALLAS 38,Fort Worth,North Central,161,0,,,51.3,14.54,,
412,1,3,3,1,8,1,4,1,-97.16,32.72,ARLINGTON 9,Fort Worth,North Central,161,0,,,92.04,26.08,,
413,1,2,2,1,6,1,3,1,-96.99,32.14,MILFORD,Corsicana,North Central,161,0,,,4.13,1.17,,
414,0,3,3,1,7,0,2,2,-97.37,31.87,CLIFTON 1,Glen Rose,North Central,161,123.9,0,0,,,,
415,1,3,3,1,8,1,4,1,-96.77,32.83,DALLAS 15,Dallas,North Central,161,0,,,108.74,30.81,0,174.9
416,1,1,1,1,4,1,2,1,-96.81,32.04,FROST,Corsicana,North Central,161,0,,,5.33,1.51,,
417,1,1,1,0,3,1,3,1,-97.16,32.28,GRANDVIEW,Corsicana,North Central,161,0,,,17.62,4.99,,
418,1,3,3,0,7,1,4,1,-97.38,32.99,HASLET,Fort Worth,North Central,161,0,,,47.98,13.6,0,218.45
419,1,1,1,0,3,1,2,1,-96.75,32.21,BARDWELL,Corsicana,North Central,161,0,,,2.66,0.75,,
420,1,0,0,0,1,1,2,1,-97.01,33.11,LAKE DALLAS,Fort Worth,North Central,161,0,,,32.24,9.14,,
421,1,1,1,2,5,1,6,1,-96.62,33.02,PLANO 1,Dallas,North Central,161,0,,,61.74,17.49,,
422,1,4,4,0,9,1,4,1,-97.09,32.81,EULESS 2,Fort Worth,North Central,161,0,,,82.57,23.4,,
423,2,2,2,1,7,2,3,1,-97.42,32.58,FORT WORTH 24,Fort Worth,North Central,161,0,,,156.22,44.26,0,256.72
424,1,2,2,0,5,1,2,1,-97.12,33.03,FLOWER MOUND 2,Fort Worth,North Central,161,0,,,67.63,19.16,0,211.57
425,1,2,2,5,10,1,7,1,-96.75,32.77,DALLAS 11,Dallas,North Central,161,0,,,22.45,6.36,,
426,1,0,0,2,3,1,2,1,-98.61,31.89,COMANCHE,Central Texas,North Central,161,0,,,22.63,6.41,,
427,2,10,10,2,24,2,10,2,-96.74,32.98,RICHARDSON 2,Dallas,North Central,500,0,,,234.49,66.44,,
428,1,5,5,2,13,1,9,1,-97.27,32.62,FORT WORTH 8,Fort Worth,North Central,161,0,,,79.02,22.39,,
429,1,5,5,2,13,1,3,3,-96.99,32.92,IRVING 1,Fort Worth,North Central,161,16.5,0,0,105.27,29.83,,
430,1,4,4,0,9,1,7,1,-96.96,32.64,DALLAS 44,Fort Worth,North Central,161,0,,,40.12,11.37,0,448.51
431,1,1,1,1,4,1,2,1,-96.75,32.56,LANCASTER 1,Dallas,North Central,161,0,,,53.98,15.29,,
432,1,1,1,1,4,1,2,1,-98.28,32.76,PALO PINTO 2,Jacksboro,North Central,161,0,,,3.44,0.97,,
433,1,3,3,1,8,1,4,1,-96.84,32.96,ADDISON,Dallas,North Central,161,0,,,37.24,10.55,,
434,1,2,2,1,6,1,4,1,-97.88,32,HICO,Glen Rose,North Central,161,0,,,14.25,4.04,,
435,1,2,2,1,6,1,3,1,-97.3,33.28,KRUM,Fort Worth,North Central,161,0,,,21.58,6.11,,
436,1,1,1,2,5,1,3,1,-96.26,32.57,KAUFMAN,Dallas,North Central,161,0,,,56.95,16.13,,
437,1,1,1,0,3,1,2,1,-96.22,33.07,CADDO MILLS,Dallas,North Central,161,0,,,17.73,5.02,,
438,1,4,4,0,9,1,4,1,-96.81,33.03,PLANO 7,Dallas,North Central,161,0,,,141.56,40.11,,
439,1,2,2,0,5,1,2,1,-97.26,32.69,FORT WORTH 5,Fort Worth,North Central,161,0,,,128.28,36.35,,
440,1,1,1,0,3,1,3,1,-99.2,32.34,BAIRD,Central Texas,North Central,161,0,,,8.65,2.45,,
441,1,1,1,0,3,1,2,1,-98.05,33.01,PERRIN,Jacksboro,North Central,161,0,,,4.4,1.25,,
442,1,3,3,3,10,1,4,2,-99.03,31.75,BROWNWOOD,Central Texas,North Central,500,0,,,76.66,21.72,0,31.4
443,1,2,2,1,6,1,3,1,-96.7,32.84,DALLAS 6,Dallas,North Central,161,0,,,65,18.42,,
444,1,1,1,2,5,1,2,2,-96.81,31.2,MARLIN,Waco,North Central,161,0,,,26.69,7.56,,
445,1,2,2,6,11,1,8,1,-97.1,32.78,ARLINGTON 6,Fort Worth,North Central,161,0,,,67.92,19.24,,
446,2,3,3,0,8,2,3,1,-96.74,32.91,DALLAS 8,Dallas,North Central,161,0,,,173.21,49.08,,
447,2,1,1,1,5,2,3,1,-97.8,31.77,JONESBORO,Glen Rose,North Central,161,0,,,3.89,1.1,,
448,1,2,2,1,6,1,3,1,-96.84,32.75,DALLAS 33,Dallas,North Central,161,0,,,90.51,25.65,,
449,2,1,1,1,5,2,2,1,-98.55,31.63,GOLDTHWAITE 2,Glen Rose,North Central,161,0,,,14.89,4.22,,
450,1,0,0,4,5,1,4,1,-96.74,33.02,PLANO 5,Dallas,North Central,161,0,,,99.79,28.27,,
451,1,4,4,2,11,1,4,2,-97.5,31.05,BELTON,Waco,North Central,500,0,,,102.52,29.05,,
452,1,1,1,1,4,1,2,1,-97.92,32.36,TOLAR,Glen Rose,North Central,161,0,,,12.16,3.45,,
